Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
14870,93.0417,90.45,0.00408952,0.0236797
14875,93.0333,90.425,0.00408933,0.0236805
14880,93.0417,90.425,0.00408914,0.0236814
14885,93.05,90.4,0.00408895,0.0236822
14890,93.05,90.4,0.00408875,0.023683
14895,93.0667,90.425,0.00408856,0.0236838
14900,93.0667,90.425,0.00408837,0.0236846
14905,93.0583,90.425,0.00408817,0.0236854
14910,93.0583,90.425,0.00408798,0.0236862
14915,93.0583,90.425,0.00408779,0.023687
14920,93.0667,90.425,0.00408759,0.0236877
14925,93.0667,90.425,0.0040874,0.0236885
14930,93.0583,90.45,0.00408721,0.0236892
14935,93.0583,90.45,0.00408701,0.02369
14940,93.0583,90.45,0.00408682,0.0236907
14945,93.05,90.45,0.00408663,0.0236914
14950,93.05,90.45,0.00408643,0.0236922
14955,93.05,90.45,0.00408624,0.0236929
14960,93.05,90.45,0.00408605,0.0236936
14965,93.05,90.45,0.00408585,0.0236943
14970,93.0417,90.45,0.00408566,0.0236949
14975,93.0417,90.45,0.00408546,0.0236956
14980,93.05,90.45,0.00408527,0.0236963
14985,93.05,90.45,0.00408507,0.0236969
14990,93.0417,90.45,0.00408488,0.0236976
14995,93.0333,90.45,0.00408469,0.0236982
15000,93.0333,90.45,0.00408449,0.0236988
15005,93.025,90.45,0.0040843,0.0236994
15010,93.0333,90.475,0.0040841,0.0237
15015,93.0333,90.475,0.00408391,0.0237006
15020,93.025,90.475,0.00408371,0.0237012
15025,93.0167,90.475,0.00408352,0.0237018
15030,93.0167,90.475,0.00408332,0.0237023
15035,93.0167,90.475,0.00408313,0.0237029
15040,93.0167,90.475,0.00408293,0.0237034
15045,93.0167,90.475,0.00408274,0.0237039
15050,93.0167,90.475,0.00408254,0.0237045
15055,93.0083,90.475,0.00408234,0.023705
15060,93.0083,90.475,0.00408215,0.0237055
15065,93.0083,90.475,0.00408195,0.023706
15070,93.0083,90.475,0.00408176,0.0237064
15075,93.0083,90.475,0.00408156,0.0237069
15080,93.0083,90.475,0.00408137,0.0237074
15085,93,90.475,0.00408117,0.0237078
15090,93,90.475,0.00408097,0.0237082
15095,93,90.5,0.00408078,0.0237087
15100,92.9917,90.5,0.00408058,0.0237091
15105,92.9917,90.5,0.00408038,0.0237095
15110,92.9917,90.5,0.00408019,0.0237099
15115,92.9917,90.5,0.00407999,0.0237103
15120,92.9917,90.5,0.00407979,0.0237107
15125,92.9917,90.5,0.0040796,0.023711
15130,92.9917,90.5,0.0040794,0.0237114
15135,92.9917,90.5,0.0040792,0.0237117
15140,92.9917,90.5,0.004079,0.0237121
15145,93.0083,90.5,0.00407881,0.0237124
15150,93.0083,90.5,0.00407861,0.0237127
15155,93.0083,90.5,0.00407841,0.023713
15160,93.0083,90.5,0.00407821,0.0237133
15165,93,90.5,0.00407801,0.0237136
15170,93,90.5,0.00407782,0.0237139
15175,93,90.5,0.00407762,0.0237142
15180,93,90.5,0.00407742,0.0237144
15185,93,90.5,0.00407722,0.0237147
15190,92.9917,90.5,0.00407702,0.0237149
15195,92.9917,90.5,0.00407682,0.0237152
15200,92.9917,90.5,0.00407663,0.0237154
15205,92.9917,90.5,0.00407643,0.0237156
15210,93,90.5,0.00407623,0.0237158
15215,93.0167,90.5,0.00407603,0.023716
15220,93.0083,90.5,0.00407583,0.0237162
15225,93.0167,90.5,0.00407563,0.0237164
15230,93.0167,90.5,0.00407543,0.0237166
15235,93.0083,90.475,0.00407523,0.0237168
15240,93,90.475,0.00407503,0.0237169
15245,93,90.475,0.00407483,0.0237171
15250,93,90.475,0.00407463,0.0237172
15255,93,90.475,0.00407443,0.0237174
15260,93.0083,90.475,0.00407423,0.0237175
15265,93.0083,90.475,0.00407403,0.0237176
15270,93.0167,90.5,0.00407383,0.0237178
15275,93.0167,90.5,0.00407363,0.0237179
15280,93.0167,90.5,0.00407343,0.023718
15285,93.025,90.5,0.00407322,0.0237181
15290,93.0417,90.5,0.00407302,0.0237182
15295,93.0417,90.5,0.00407282,0.0237182
15300,93.0333,90.5,0.00407262,0.0237183
15305,93.0417,90.5,0.00407242,0.0237184
15310,93.0417,90.5,0.00407222,0.0237185
15315,93.05,90.5,0.00407201,0.0237185
15320,93.05,90.525,0.00407181,0.0237186
15325,93.05,90.525,0.00407161,0.0237186
15330,93.05,90.525,0.00407141,0.0237186
15335,93.0667,90.525,0.00407121,0.0237187
15340,93.0667,90.525,0.004071,0.0237187
15345,93.0667,90.525,0.0040708,0.0237187
15350,93.0667,90.55,0.0040706,0.0237187
15355,93.0667,90.55,0.00407039,0.0237187
15360,93.0667,90.55,0.00407019,0.0237187
15365,93.075,90.55,0.00406999,0.0237187
15370,93.0833,90.55,0.00406979,0.0237187
15375,93.0833,90.55,0.00406958,0.0237187
15380,93.0833,90.55,0.00406938,0.0237187
15385,93.0833,90.55,0.00406917,0.0237187
15390,93.0833,90.55,0.00406897,0.0237186
15395,93.0833,90.55,0.00406877,0.0237186
15400,93.0833,90.55,0.00406856,0.0237185
15405,93.0667,90.55,0.00406836,0.0237185
15410,93.0667,90.55,0.00406815,0.0237184
15415,93.075,90.55,0.00406795,0.0237184
15420,93.075,90.575,0.00406775,0.0237183
15425,93.075,90.575,0.00406754,0.0237183
15430,93.075,90.575,0.00406734,0.0237182
15435,93.075,90.575,0.00406713,0.0237181
15440,93.075,90.575,0.00406693,0.023718
15445,93.075,90.575,0.00406672,0.0237179
15450,93.0833,90.55,0.00406652,0.0237178
15455,93.0833,90.55,0.00406631,0.0237178
15460,93.075,90.55,0.00406611,0.0237177
15465,93.075,90.55,0.0040659,0.0237175
15470,93.0833,90.55,0.0040657,0.0237174
15475,93.0833,90.525,0.00406549,0.0237173
15480,93.0833,90.55,0.00406529,0.0237172
15485,93.0833,90.55,0.00406508,0.0237171
15490,93.0833,90.55,0.00406487,0.023717
15495,93.0833,90.55,0.00406467,0.0237168
15500,93.0833,90.55,0.00406446,0.0237167
15505,93.0833,90.575,0.00406426,0.0237166
15510,93.0833,90.575,0.00406405,0.0237164
15515,93.0833,90.575,0.00406384,0.0237163
15520,93.0917,90.55,0.00406364,0.0237161
15525,93.0833,90.55,0.00406343,0.023716
15530,93.0833,90.55,0.00406322,0.0237158
15535,93.0833,90.55,0.00406302,0.0237156
15540,93.1083,90.55,0.00406281,0.0237155
15545,93.1083,90.55,0.00406261,0.0237153
15550,93.1083,90.55,0.0040624,0.0237151
15555,93.1083,90.55,0.00406219,0.0237149
15560,93.1167,90.55,0.00406198,0.0237148
15565,93.1167,90.55,0.00406178,0.0237146
15570,93.1167,90.55,0.00406157,0.0237144
15575,93.1333,90.55,0.00406136,0.0237142
15580,93.125,90.55,0.00406116,0.023714
15585,93.1333,90.55,0.00406095,0.0237138
15590,93.1333,90.55,0.00406074,0.0237136
15595,93.1333,90.55,0.00406054,0.0237134
15600,93.1333,90.55,0.00406033,0.0237132
15605,93.1333,90.55,0.00406012,0.023713
15610,93.1333,90.55,0.00405991,0.0237128
15615,93.125,90.55,0.00405971,0.0237125
15620,93.125,90.55,0.0040595,0.0237123
15625,93.125,90.55,0.00405929,0.0237121
15630,93.125,90.55,0.00405908,0.0237119
15635,93.125,90.55,0.00405888,0.0237116
15640,93.125,90.55,0.00405867,0.0237114
15645,93.125,90.55,0.00405846,0.0237112
15650,93.1167,90.575,0.00405825,0.0237109
15655,93.1167,90.575,0.00405805,0.0237107
15660,93.125,90.575,0.00405784,0.0237104
15665,93.125,90.575,0.00405763,0.0237102
15670,93.125,90.575,0.00405742,0.0237099
15675,93.125,90.575,0.00405721,0.0237097
15680,93.125,90.575,0.00405701,0.0237094
15685,93.125,90.575,0.0040568,0.0237091
15690,93.125,90.575,0.00405659,0.0237089
15695,93.125,90.575,0.00405638,0.0237086
15700,93.1333,90.575,0.00405617,0.0237083
15705,93.1333,90.575,0.00405597,0.0237081
15710,93.1333,90.575,0.00405576,0.0237078
15715,93.1333,90.575,0.00405555,0.0237075
15720,93.1417,90.575,0.00405534,0.0237072
15725,93.1417,90.575,0.00405513,0.0237069
15730,93.1417,90.6,0.00405493,0.0237067
15735,93.1417,90.6,0.00405472,0.0237064
15740,93.1417,90.6,0.00405451,0.0237061
15745,93.1417,90.6,0.0040543,0.0237058
15750,93.1417,90.6,0.0040541,0.0237055
15755,93.1417,90.6,0.00405389,0.0237052
15760,93.1417,90.6,0.00405368,0.0237049
15765,93.1583,90.6,0.00405347,0.0237046
15770,93.1583,90.6,0.00405326,0.0237042
15775,93.15,90.6,0.00405306,0.0237039
15780,93.15,90.6,0.00405285,0.0237036
15785,93.15,90.6,0.00405264,0.0237033
15790,93.15,90.6,0.00405243,0.023703
15795,93.15,90.6,0.00405222,0.0237027
15800,93.1583,90.6,0.00405202,0.0237023
15805,93.1583,90.6,0.00405181,0.023702
15810,93.1583,90.575,0.0040516,0.0237017
15815,93.1583,90.575,0.00405139,0.0237013
15820,93.1583,90.575,0.00405118,0.023701
15825,93.1583,90.575,0.00405098,0.0237007
15830,93.1583,90.575,0.00405077,0.0237003
15835,93.1667,90.575,0.00405056,0.0237
15840,93.1667,90.575,0.00405035,0.0236996
15845,93.175,90.575,0.00405015,0.0236993
15850,93.1833,90.575,0.00404994,0.023699
15855,93.1833,90.575,0.00404973,0.0236986
15860,93.175,90.575,0.00404952,0.0236982
15865,93.175,90.575,0.00404932,0.0236979
15870,93.175,90.575,0.00404911,0.0236975
15875,93.175,90.575,0.0040489,0.0236972
15880,93.1667,90.575,0.00404869,0.0236968
15885,93.1667,90.575,0.00404849,0.0236964
15890,93.1667,90.575,0.00404828,0.0236961
15895,93.1667,90.575,0.00404807,0.0236957
15900,93.1583,90.6,0.00404786,0.0236953
15905,93.1583,90.6,0.00404766,0.023695
15910,93.1583,90.6,0.00404745,0.0236946
15915,93.1583,90.6,0.00404724,0.0236942
15920,93.1667,90.6,0.00404704,0.0236938
15925,93.1667,90.6,0.00404683,0.0236934
15930,93.1667,90.6,0.00404662,0.0236931
15935,93.1667,90.6,0.00404642,0.0236927
15940,93.175,90.6,0.00404621,0.0236923
15945,93.175,90.6,0.004046,0.0236919
15950,93.175,90.6,0.0040458,0.0236915
15955,93.175,90.6,0.00404559,0.0236911
15960,93.1667,90.6,0.00404538,0.0236907
15965,93.1667,90.6,0.00404518,0.0236903
15970,93.175,90.6,0.00404497,0.0236899
15975,93.1833,90.6,0.00404476,0.0236895
15980,93.1833,90.6,0.00404456,0.0236891
15985,93.1833,90.6,0.00404435,0.0236887
15990,93.1833,90.6,0.00404414,0.0236883
15995,93.1833,90.6,0.00404394,0.0236879
16000,93.1833,90.6,0.00404373,0.0236874
16005,93.1833,90.6,0.00404352,0.023687
16010,93.1833,90.6,0.00404332,0.0236866
16015,93.1833,90.6,0.00404311,0.0236862
16020,93.1833,90.6,0.00404291,0.0236858
16025,93.175,90.6,0.0040427,0.0236853
16030,93.175,90.6,0.00404249,0.0236849
16035,93.175,90.6,0.00404229,0.0236845
16040,93.175,90.625,0.00404208,0.0236841
16045,93.175,90.625,0.00404188,0.0236836
16050,93.175,90.625,0.00404167,0.0236832
16055,93.175,90.625,0.00404147,0.0236828
16060,93.175,90.625,0.00404126,0.0236823
16065,93.175,90.625,0.00404106,0.0236819
16070,93.175,90.625,0.00404085,0.0236815
16075,93.1917,90.625,0.00404064,0.023681
16080,93.1917,90.625,0.00404044,0.0236806
16085,93.1917,90.625,0.00404023,0.0236801
16090,93.1833,90.625,0.00404003,0.0236797
16095,93.1833,90.625,0.00403982,0.0236793
16100,93.1833,90.625,0.00403962,0.0236788
16105,93.1833,90.625,0.00403941,0.0236784
16110,93.1833,90.6,0.00403921,0.0236779
16115,93.175,90.6,0.004039,0.0236775
16120,93.175,90.6,0.0040388,0.023677
16125,93.175,90.6,0.00403859,0.0236765
16130,93.175,90.6,0.00403839,0.0236761
16135,93.175,90.575,0.00403818,0.0236756
16140,93.175,90.575,0.00403798,0.0236752
16145,93.1667,90.55,0.00403778,0.0236747
16150,93.1583,90.55,0.00403757,0.0236743
16155,93.1583,90.55,0.00403737,0.0236738
16160,93.1583,90.55,0.00403716,0.0236733
16165,93.1583,90.55,0.00403696,0.0236729
16170,93.1667,90.55,0.00403675,0.0236724
16175,93.1667,90.55,0.00403655,0.023672
16180,93.1667,90.55,0.00403635,0.0236715
16185,93.175,90.55,0.00403614,0.023671
16190,93.175,90.55,0.00403594,0.0236706
16195,93.175,90.55,0.00403573,0.0236701
16200,93.1667,90.55,0.00403553,0.0236696
16205,93.1667,90.55,0.00403533,0.0236692
16210,93.1667,90.55,0.00403512,0.0236687
16215,93.1667,90.55,0.00403492,0.0236682
16220,93.1667,90.55,0.00403471,0.0236677
16225,93.175,90.55,0.00403451,0.0236673
16230,93.175,90.55,0.00403431,0.0236668
16235,93.175,90.55,0.0040341,0.0236663
16240,93.175,90.55,0.0040339,0.0236659
16245,93.175,90.575,0.0040337,0.0236654
16250,93.175,90.575,0.00403349,0.0236649
16255,93.175,90.575,0.00403329,0.0236645
16260,93.175,90.575,0.00403309,0.023664
16265,93.1833,90.575,0.00403288,0.0236635
16270,93.1917,90.575,0.00403268,0.023663
16275,93.1917,90.575,0.00403248,0.0236626
16280,93.1833,90.575,0.00403227,0.0236621
16285,93.1833,90.575,0.00403207,0.0236616
16290,93.1833,90.575,0.00403187,0.0236612
16295,93.1917,90.575,0.00403166,0.0236607
16300,93.2,90.575,0.00403146,0.0236602
16305,93.1917,90.575,0.00403126,0.0236598
16310,93.2,90.575,0.00403105,0.0236593
16315,93.2,90.575,0.00403085,0.0236588
16320,93.2,90.55,0.00403065,0.0236584
16325,93.1917,90.575,0.00403045,0.0236579
16330,93.1917,90.575,0.00403024,0.0236574
16335,93.1917,90.575,0.00403004,0.023657
16340,93.1917,90.575,0.00402984,0.0236565
16345,93.2,90.55,0.00402964,0.0236561
16350,93.2,90.55,0.00402943,0.0236556
16355,93.2,90.55,0.00402923,0.0236552
16360,93.2,90.55,0.00402903,0.0236547
16365,93.2,90.55,0.00402883,0.0236543
16370,93.2,90.55,0.00402863,0.0236538
16375,93.1917,90.525,0.00402842,0.0236534
16380,93.1917,90.525,0.00402822,0.0236529
16385,93.1917,90.525,0.00402802,0.0236525
16390,93.1917,90.525,0.00402782,0.023652
16395,93.1917,90.55,0.00402762,0.0236516
16400,93.1917,90.55,0.00402741,0.0236512
16405,93.175,90.55,0.00402721,0.0236507
16410,93.175,90.55,0.00402701,0.0236503
16415,93.175,90.55,0.00402681,0.0236499
16420,93.1833,90.55,0.00402661,0.0236495
16425,93.1833,90.55,0.00402641,0.023649
16430,93.1833,90.55,0.00402621,0.0236486
16435,93.1833,90.55,0.004026,0.0236482
16440,93.1917,90.55,0.0040258,0.0236478
16445,93.1917,90.55,0.0040256,0.0236474
16450,93.2,90.55,0.0040254,0.023647
16455,93.2,90.55,0.0040252,0.0236466
16460,93.2,90.55,0.004025,0.0236462
16465,93.2,90.55,0.0040248,0.0236458
16470,93.2083,90.55,0.0040246,0.0236454
16475,93.2083,90.55,0.0040244,0.023645
16480,93.2083,90.55,0.0040242,0.0236447
16485,93.2083,90.55,0.004024,0.0236443
16490,93.2083,90.55,0.0040238,0.0236439
16495,93.2083,90.55,0.0040236,0.0236435
16500,93.2167,90.55,0.0040234,0.0236432
16505,93.2167,90.55,0.0040232,0.0236428
16510,93.2167,90.55,0.004023,0.0236425
16515,93.2167,90.55,0.00402281,0.0236421
16520,93.2167,90.55,0.00402261,0.0236418
16525,93.2167,90.55,0.00402241,0.0236414
16530,93.2167,90.55,0.00402221,0.0236411
16535,93.2167,90.55,0.00402201,0.0236408
16540,93.2167,90.55,0.00402181,0.0236404
16545,93.2,90.55,0.00402162,0.0236401
16550,93.2,90.55,0.00402142,0.0236398
16555,93.2,90.575,0.00402122,0.0236395
16560,93.2,90.575,0.00402102,0.0236392
16565,93.2,90.575,0.00402083,0.0236389
16570,93.2,90.575,0.00402063,0.0236386
16575,93.2,90.575,0.00402043,0.0236383
16580,93.2,90.575,0.00402024,0.023638
16585,93.2,90.575,0.00402004,0.0236378
16590,93.2,90.6,0.00401984,0.0236375
16595,93.2,90.6,0.00401965,0.0236372
16600,93.2,90.6,0.00401945,0.023637
16605,93.2,90.6,0.00401926,0.0236367
16610,93.2,90.6,0.00401906,0.0236365
16615,93.2,90.6,0.00401887,0.0236362
16620,93.2,90.6,0.00401867,0.023636
16625,93.2,90.6,0.00401848,0.0236358
16630,93.2,90.6,0.00401828,0.0236355
16635,93.2,90.6,0.00401809,0.0236353
16640,93.2,90.6,0.00401789,0.0236351
16645,93.2,90.6,0.0040177,0.0236349
16650,93.2,90.6,0.00401751,0.0236347
16655,93.2,90.6,0.00401731,0.0236345
16660,93.2,90.6,0.00401712,0.0236343
16665,93.2083,90.6,0.00401693,0.0236341
16670,93.2083,90.6,0.00401673,0.023634
16675,93.2083,90.6,0.00401654,0.0236338
16680,93.2083,90.6,0.00401635,0.0236336
16685,93.2083,90.6,0.00401616,0.0236335
16690,93.2083,90.6,0.00401597,0.0236333
16695,93.2083,90.6,0.00401578,0.0236332
16700,93.2083,90.6,0.00401559,0.023633
16705,93.2083,90.6,0.00401539,0.0236329
16710,93.2083,90.6,0.0040152,0.0236328
16715,93.2083,90.6,0.00401501,0.0236327
16720,93.2,90.6,0.00401482,0.0236326
16725,93.2,90.6,0.00401463,0.0236324
16730,93.2,90.6,0.00401444,0.0236323
16735,93.2,90.6,0.00401426,0.0236323
16740,93.2,90.6,0.00401407,0.0236322
16745,93.2,90.6,0.00401388,0.0236321
16750,93.2,90.6,0.00401369,0.023632
16755,93.2,90.6,0.0040135,0.0236319
16760,93.2,90.6,0.00401331,0.0236319
16765,93.2,90.6,0.00401313,0.0236318
16770,93.2,90.6,0.00401294,0.0236318
16775,93.2,90.6,0.00401275,0.0236317
16780,93.1917,90.6,0.00401256,0.0236317
16785,93.1917,90.6,0.00401238,0.0236317
16790,93.1917,90.625,0.00401219,0.0236316
16795,93.1917,90.625,0.00401201,0.0236316
16800,93.2,90.625,0.00401182,0.0236316
16805,93.2,90.625,0.00401163,0.0236316
16810,93.2,90.625,0.00401145,0.0236316
16815,93.2,90.625,0.00401126,0.0236316
16820,93.2,90.625,0.00401108,0.0236316
16825,93.2,90.625,0.00401089,0.0236316
16830,93.2,90.625,0.00401071,0.0236316
16835,93.1917,90.625,0.00401053,0.0236317
16840,93.2083,90.625,0.00401034,0.0236317
16845,93.2167,90.625,0.00401016,0.0236317
16850,93.2167,90.625,0.00400997,0.0236318
16855,93.2167,90.625,0.00400979,0.0236318
16860,93.2167,90.625,0.00400961,0.0236319
16865,93.2167,90.625,0.00400943,0.0236319
16870,93.2167,90.625,0.00400924,0.023632
16875,93.2167,90.625,0.00400906,0.0236321
16880,93.2167,90.625,0.00400888,0.0236322
16885,93.225,90.625,0.0040087,0.0236323
16890,93.225,90.625,0.00400852,0.0236323
16895,93.225,90.625,0.00400834,0.0236324
16900,93.225,90.625,0.00400816,0.0236325
16905,93.225,90.625,0.00400798,0.0236326
16910,93.225,90.625,0.0040078,0.0236328
16915,93.225,90.625,0.00400762,0.0236329
16920,93.225,90.625,0.00400744,0.023633
16925,93.225,90.625,0.00400726,0.0236331
16930,93.225,90.625,0.00400708,0.0236333
16935,93.225,90.625,0.0040069,0.0236334
16940,93.225,90.625,0.00400672,0.0236335
16945,93.225,90.625,0.00400654,0.0236337
16950,93.225,90.625,0.00400636,0.0236338
16955,93.225,90.625,0.00400618,0.023634
16960,93.225,90.625,0.00400601,0.0236342
16965,93.225,90.625,0.00400583,0.0236343
16970,93.225,90.625,0.00400565,0.0236345
16975,93.225,90.625,0.00400547,0.0236347
16980,93.2333,90.625,0.0040053,0.0236349
16985,93.2333,90.625,0.00400512,0.0236351
16990,93.2333,90.625,0.00400494,0.0236353
16995,93.2333,90.625,0.00400477,0.0236355
17000,93.2333,90.625,0.00400459,0.0236357
17005,93.2333,90.625,0.00400442,0.0236359
17010,93.2333,90.625,0.00400424,0.0236361
17015,93.2333,90.625,0.00400406,0.0236363
17020,93.2333,90.625,0.00400389,0.0236365
17025,93.2333,90.625,0.00400371,0.0236368
17030,93.2333,90.625,0.00400354,0.023637
17035,93.225,90.625,0.00400337,0.0236372
17040,93.225,90.625,0.00400319,0.0236375
17045,93.2167,90.625,0.00400302,0.0236377
17050,93.225,90.625,0.00400284,0.023638
17055,93.225,90.625,0.00400267,0.0236383
17060,93.225,90.625,0.0040025,0.0236385
17065,93.2167,90.625,0.00400232,0.0236388
17070,93.2083,90.625,0.00400215,0.0236391
17075,93.2167,90.625,0.00400198,0.0236393
17080,93.2167,90.625,0.00400181,0.0236396
17085,93.2167,90.625,0.00400163,0.0236399
17090,93.2167,90.625,0.00400146,0.0236402
17095,93.2167,90.625,0.00400129,0.0236405
17100,93.2333,90.625,0.00400112,0.0236408
17105,93.2417,90.625,0.00400095,0.0236411
17110,93.2417,90.625,0.00400077,0.0236414
17115,93.2417,90.625,0.0040006,0.0236417
17120,93.2417,90.625,0.00400043,0.023642
17125,93.25,90.625,0.00400026,0.0236423
17130,93.25,90.625,0.00400009,0.0236427
17135,93.25,90.625,0.00399992,0.023643
17140,93.25,90.625,0.00399975,0.0236433
17145,93.25,90.625,0.00399958,0.0236437
17150,93.2667,90.625,0.00399941,0.023644
17155,93.2667,90.625,0.00399924,0.0236444
17160,93.2667,90.65,0.00399907,0.0236447
17165,93.2667,90.65,0.00399891,0.0236451
17170,93.2667,90.65,0.00399874,0.0236454
17175,93.2667,90.65,0.00399857,0.0236458
17180,93.2667,90.65,0.0039984,0.0236462
17185,93.2667,90.65,0.00399823,0.0236465
17190,93.275,90.65,0.00399806,0.0236469
17195,93.275,90.65,0.0039979,0.0236473
17200,93.275,90.65,0.00399773,0.0236477
17205,93.2667,90.65,0.00399756,0.0236481
17210,93.2667,90.65,0.00399739,0.0236485
17215,93.2667,90.65,0.00399723,0.0236489
17220,93.2667,90.65,0.00399706,0.0236493
17225,93.2667,90.65,0.00399689,0.0236497
17230,93.2667,90.65,0.00399673,0.0236501
17235,93.2667,90.65,0.00399656,0.0236505
17240,93.2667,90.65,0.0039964,0.0236509
17245,93.2667,90.65,0.00399623,0.0236513
17250,93.2667,90.65,0.00399606,0.0236517
17255,93.2667,90.65,0.0039959,0.0236522
17260,93.275,90.65,0.00399573,0.0236526
17265,93.275,90.65,0.00399557,0.023653
17270,93.275,90.65,0.0039954,0.0236535
17275,93.2833,90.65,0.00399524,0.0236539
17280,93.2833,90.65,0.00399507,0.0236544
17285,93.2833,90.65,0.00399491,0.0236548
17290,93.2833,90.65,0.00399475,0.0236553
17295,93.275,90.65,0.00399458,0.0236557
17300,93.275,90.65,0.00399442,0.0236562
17305,93.275,90.65,0.00399426,0.0236567
17310,93.2833,90.65,0.00399409,0.0236571
17315,93.2833,90.65,0.00399393,0.0236576
17320,93.2833,90.65,0.00399377,0.0236581
17325,93.2833,90.65,0.0039936,0.0236586
17330,93.2833,90.65,0.00399344,0.0236591
17335,93.2833,90.65,0.00399328,0.0236595
17340,93.2833,90.65,0.00399312,0.02366
17345,93.2833,90.65,0.00399295,0.0236605
17350,93.2833,90.65,0.00399279,0.023661
17355,93.2833,90.65,0.00399263,0.0236615
17360,93.2833,90.65,0.00399247,0.023662
17365,93.2833,90.65,0.00399231,0.0236626
17370,93.2833,90.65,0.00399215,0.0236631
17375,93.2833,90.65,0.00399198,0.0236636
17380,93.2917,90.65,0.00399182,0.0236641
17385,93.3,90.65,0.00399166,0.0236646
17390,93.3,90.65,0.0039915,0.0236652
17395,93.3,90.65,0.00399134,0.0236657
17400,93.3,90.65,0.00399118,0.0236662
17405,93.3,90.65,0.00399102,0.0236668
17410,93.3083,90.65,0.00399086,0.0236673
17415,93.3083,90.65,0.0039907,0.0236678
17420,93.3083,90.65,0.00399054,0.0236684
17425,93.3167,90.65,0.00399038,0.0236689
17430,93.3167,90.65,0.00399022,0.0236695
17435,93.3167,90.65,0.00399007,0.0236701
17440,93.3167,90.65,0.00398991,0.0236706
17445,93.3167,90.65,0.00398975,0.0236712
17450,93.325,90.675,0.00398959,0.0236718
17455,93.3417,90.675,0.00398943,0.0236723
17460,93.3417,90.675,0.00398927,0.0236729
17465,93.3417,90.675,0.00398911,0.0236735
17470,93.3417,90.675,0.00398896,0.0236741
17475,93.3417,90.675,0.0039888,0.0236746
17480,93.3417,90.675,0.00398864,0.0236752
17485,93.3417,90.675,0.00398848,0.0236758
17490,93.3417,90.675,0.00398833,0.0236764
17495,93.35,90.675,0.00398817,0.023677
17500,93.35,90.675,0.00398801,0.0236776
17505,93.35,90.675,0.00398786,0.0236782
17510,93.3417,90.675,0.0039877,0.0236788
17515,93.35,90.675,0.00398754,0.0236794
17520,93.3583,90.675,0.00398739,0.02368
17525,93.3583,90.675,0.00398723,0.0236807
17530,93.3583,90.675,0.00398707,0.0236813
17535,93.3583,90.675,0.00398692,0.0236819
17540,93.3583,90.675,0.00398676,0.0236825
17545,93.3583,90.675,0.00398661,0.0236831
17550,93.3583,90.675,0.00398645,0.0236838
17555,93.3583,90.675,0.0039863,0.0236844
17560,93.3583,90.675,0.00398614,0.023685
17565,93.3583,90.675,0.00398599,0.0236857
17570,93.3583,90.675,0.00398583,0.0236863
17575,93.3583,90.675,0.00398568,0.023687
17580,93.3667,90.675,0.00398552,0.0236876
17585,93.375,90.65,0.00398537,0.0236883
17590,93.375,90.65,0.00398521,0.0236889
17595,93.375,90.65,0.00398506,0.0236896
17600,93.375,90.65,0.00398491,0.0236902
17605,93.375,90.625,0.00398475,0.0236909
17610,93.375,90.625,0.0039846,0.0236916
17615,93.375,90.625,0.00398445,0.0236922
17620,93.375,90.6,0.00398429,0.0236929
17625,93.375,90.6,0.00398414,0.0236936
17630,93.375,90.6,0.00398399,0.0236943
17635,93.3833,90.6,0.00398383,0.0236949
17640,93.3833,90.6,0.00398368,0.0236956
17645,93.3833,90.6,0.00398353,0.0236963
17650,93.375,90.6,0.00398338,0.023697
17655,93.375,90.6,0.00398322,0.0236977
17660,93.375,90.6,0.00398307,0.0236984
17665,93.375,90.6,0.00398292,0.0236991
17670,93.375,90.6,0.00398277,0.0236998
17675,93.375,90.6,0.00398262,0.0237005
17680,93.375,90.6,0.00398246,0.0237012
17685,93.375,90.6,0.00398231,0.0237019
17690,93.375,90.6,0.00398216,0.0237026
17695,93.375,90.6,0.00398201,0.0237033
17700,93.3833,90.6,0.00398186,0.023704
17705,93.3833,90.6,0.00398171,0.0237047
17710,93.3833,90.6,0.00398156,0.0237054
17715,93.3833,90.6,0.00398141,0.0237062
17720,93.3833,90.6,0.00398126,0.0237069
17725,93.3917,90.6,0.0039811,0.0237076
17730,93.3917,90.6,0.00398095,0.0237083
17735,93.3917,90.6,0.0039808,0.0237091
17740,93.3917,90.6,0.00398065,0.0237098
17745,93.3917,90.6,0.0039805,0.0237105
17750,93.3917,90.6,0.00398035,0.0237113
17755,93.3917,90.6,0.0039802,0.023712
17760,93.3917,90.6,0.00398006,0.0237128
17765,93.3917,90.6,0.00397991,0.0237135
17770,93.3917,90.6,0.00397976,0.0237142
17775,93.3917,90.6,0.00397961,0.023715
17780,93.3917,90.6,0.00397946,0.0237157
17785,93.3917,90.6,0.00397931,0.0237165
17790,93.3917,90.6,0.00397916,0.0237173
17795,93.3917,90.6,0.00397901,0.023718
17800,93.3917,90.625,0.00397886,0.0237188
17805,93.3917,90.625,0.00397871,0.0237195
17810,93.3917,90.625,0.00397857,0.0237203
17815,93.3917,90.625,0.00397842,0.0237211
17820,93.3917,90.625,0.00397827,0.0237218
17825,93.3917,90.625,0.00397812,0.0237226
17830,93.3917,90.625,0.00397797,0.0237234
17835,93.3917,90.625,0.00397783,0.0237242
